0, frequency_of_stopping_time,2
1, frequency_of_stopping_time,1
2, frequency_of_stopping_time,1
3, frequency_of_stopping_time,1
4, frequency_of_stopping_time,1
5, frequency_of_stopping_time,2
6, frequency_of_stopping_time,2
7, frequency_of_stopping_time,4
8, frequency_of_stopping_time,4
9, frequency_of_stopping_time,5
10, frequency_of_stopping_time,5
11, frequency_of_stopping_time,7
12, frequency_of_stopping_time,5
13, frequency_of_stopping_time,8
14, frequency_of_stopping_time,12
15, frequency_of_stopping_time,9
16, frequency_of_stopping_time,12
17, frequency_of_stopping_time,6
18, frequency_of_stopping_time,9
19, frequency_of_stopping_time,14
20, frequency_of_stopping_time,7
21, frequency_of_stopping_time,12
22, frequency_of_stopping_time,16
23, frequency_of_stopping_time,7
24, frequency_of_stopping_time,14
25, frequency_of_stopping_time,6
26, frequency_of_stopping_time,10
27, frequency_of_stopping_time,19
28, frequency_of_stopping_time,5
29, frequency_of_stopping_time,9
30, frequency_of_stopping_time,3
31, frequency_of_stopping_time,6
32, frequency_of_stopping_time,13
33, frequency_of_stopping_time,4
34, frequency_of_stopping_time,7
35, frequency_of_stopping_time,10
36, frequency_of_stopping_time,4
37, frequency_of_stopping_time,8
38, frequency_of_stopping_time,1
39, frequency_of_stopping_time,4
40, frequency_of_stopping_time,9
41, frequency_of_stopping_time,2
42, frequency_of_stopping_time,8
43, frequency_of_stopping_time,0
44, frequency_of_stopping_time,3
45, frequency_of_stopping_time,10
46, frequency_of_stopping_time,2
47, frequency_of_stopping_time,5
48, frequency_of_stopping_time,6
49, frequency_of_stopping_time,1
50, frequency_of_stopping_time,4
51, frequency_of_stopping_time,0
52, frequency_of_stopping_time,3
53, frequency_of_stopping_time,10
54, frequency_of_stopping_time,1
55, frequency_of_stopping_time,3
56, frequency_of_stopping_time,0
57, frequency_of_stopping_time,0
58, frequency_of_stopping_time,2
59, frequency_of_stopping_time,0
60, frequency_of_stopping_time,0
61, frequency_of_stopping_time,0
62, frequency_of_stopping_time,0
63, frequency_of_stopping_time,2
64, frequency_of_stopping_time,0
65, frequency_of_stopping_time,1
66, frequency_of_stopping_time,0
67, frequency_of_stopping_time,1
68, frequency_of_stopping_time,2
69, frequency_of_stopping_time,1
70, frequency_of_stopping_time,2
71, frequency_of_stopping_time,2
72, frequency_of_stopping_time,0
73, frequency_of_stopping_time,1
74, frequency_of_stopping_time,0
